"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"06037","1","44-45","74","0","2016","1","",3,139,139,141,1004170,0,0,553,"",0.09,0.10,0.10,0.10,0.08,0.00,0.00,0.86,"",0,0.0,-6,-4.1,-7,-4.8,-2,-1.4,46001,4.8,0,0.0,0,0.0,44,8.6
"06037","1","445","75","0","2016","1","",1,56,56,55,505204,0,0,698,"",0.10,0.15,0.15,0.15,0.13,0.00,0.00,0.92,"",0,0.0,4,7.7,6,12.0,6,12.2,-40198,-7.4,0,0.0,0,0.0,-136,-16.3
"06037","1","4451","76","0","2016","1","",1,56,56,55,505204,0,0,698,"",0.11,0.15,0.15,0.15,0.13,0.00,0.00,0.92,"",0,0.0,4,7.7,6,12.0,6,12.2,-40198,-7.4,0,0.0,0,0.0,-136,-16.3
"06037","1","44511","77","0","2016","1","",1,56,56,55,505204,0,0,698,"",0.12,0.16,0.16,0.16,0.14,0.00,0.00,0.91,"",0,0.0,4,7.7,6,12.0,6,12.2,-40198,-7.4,0,0.0,0,0.0,-136,-16.3
"06037","1","445110","78","0","2016","1","",1,56,56,55,505204,0,0,698,"",0.12,0.16,0.16,0.16,0.14,0.00,0.00,0.91,"",0,0.0,4,7.7,6,12.0,6,12.2,-40198,-7.4,0,0.0,0,0.0,-136,-16.3
"06037","1","452","75","0","2016","1","",2,83,83,86,498966,0,0,457,"",0.14,0.08,0.08,0.09,0.06,0.00,0.00,0.75,"",0,0.0,-10,-10.8,-13,-13.5,-8,-8.5,86199,20.9,0,0.0,0,0.0,120,35.6
"06037","1","4521","76","0","2016","1","",1,4,3,3,16878,0,0,389,"",0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.65,"",0,0.0,0,0.0,-1,-25.0,-1,-25.0,3882,29.9,0,0.0,0,0.0,139,55.6
"06037","1","45211","77","0","2016","1","",1,4,3,3,16878,0,0,389,"",0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.65,"",0,0.0,0,0.0,-1,-25.0,-1,-25.0,3882,29.9,0,0.0,0,0.0,139,55.6
"06037","1","452112","78","0","2016","1","",1,4,3,3,16878,0,0,389,"",0.19,0.03,0.02,0.02,0.02,0.00,0.00,0.71,"",0,0.0,0,0.0,-1,-25.0,-1,-25.0,3882,29.9,0,0.0,0,0.0,139,55.6
"06037","1","4529","76","0","2016","1","",1,79,80,83,482088,0,0,460,"",0.27,0.24,0.24,0.26,0.18,0.00,0.00,0.74,"",0,0.0,-10,-11.2,-12,-13.0,-7,-7.8,82317,20.6,0,0.0,0,0.0,120,35.3
"06037","1","45291","77","0","2016","1","",1,79,80,83,482088,0,0,460,"",0.55,0.37,0.38,0.40,0.25,0.00,0.00,0.65,"",0,0.0,-10,-11.2,-12,-13.0,-7,-7.8,82317,20.6,0,0.0,0,0.0,120,35.3
"06037","1","452910","78","0","2016","1","",1,79,80,83,482088,0,0,460,"",0.55,0.37,0.38,0.40,0.25,0.00,0.00,0.65,"",0,0.0,-10,-11.2,-12,-13.0,-7,-7.8,82317,20.6,0,0.0,0,0.0,120,35.3
"06037","1","48-49","74","0","2016","1","",204,17595,17991,17977,261509196,0,0,1127,"",0.15,0.94,0.95,0.95,0.90,0.00,0.00,0.95,"",1,0.5,122,0.7,373,2.1,238,1.3,-46274870,-15.0,0,0.0,0,0.0,-217,-16.1
"06037","1","491","75","0","2016","1","",204,17595,17991,17977,261509196,0,0,1127,"",0.15,0.96,0.97,0.97,0.94,0.00,0.00,0.98,"",1,0.5,122,0.7,373,2.1,238,1.3,-46274870,-15.0,0,0.0,0,0.0,-217,-16.1
"06037","1","4911","76","0","2016","1","",204,17595,17991,17977,261509196,0,0,1127,"",0.15,0.96,0.97,0.97,0.94,0.00,0.00,0.98,"",1,0.5,122,0.7,373,2.1,238,1.3,-46274870,-15.0,0,0.0,0,0.0,-217,-16.1
"06037","1","49111","77","0","2016","1","",204,17595,17991,17977,261509196,0,0,1127,"",0.15,0.96,0.97,0.97,0.94,0.00,0.00,0.98,"",1,0.5,122,0.7,373,2.1,238,1.3,-46274870,-15.0,0,0.0,0,0.0,-217,-16.1
"06037","1","491110","78","0","2016","1","",204,17595,17991,17977,261509196,0,0,1127,"",0.15,0.96,0.97,0.97,0.94,0.00,0.00,0.98,"",1,0.5,122,0.7,373,2.1,238,1.3,-46274870,-15.0,0,0.0,0,0.0,-217,-16.1
"06037","1","52","74","0","2016","1","",3,99,97,98,3284789,0,0,2578,"",0.08,0.24,0.24,0.24,0.24,0.00,0.00,1.01,"",0,0.0,4,4.2,1,1.0,-1,-1.0,174680,5.6,0,0.0,0,0.0,103,4.2
"06037","1","522","75","0","2016","1","",2,31,31,31,977522,0,0,2426,"",0.06,0.16,0.16,0.16,0.20,0.00,0.00,1.24,"",0,0.0,1,3.3,0,0.0,0,0.0,85529,9.6,0,0.0,0,0.0,189,8.4
"06037","1","5222","76","0","2016","1","",2,31,31,31,977522,0,0,2426,"",0.06,0.16,0.16,0.16,0.20,0.00,0.00,1.24,"",0,0.0,1,3.3,0,0.0,0,0.0,85529,9.6,0,0.0,0,0.0,189,8.4
"06037","1","52229","77","0","2016","1","",2,31,31,31,977522,0,0,2426,"",0.06,0.16,0.16,0.16,0.20,0.00,0.00,1.24,"",0,0.0,1,3.3,0,0.0,0,0.0,85529,9.6,0,0.0,0,0.0,189,8.4
"06037","1","522293","78","0","2016","1","",1,1,1,1,21918,0,0,1686,"",1.49,0.08,0.08,0.08,0.05,0.00,0.00,0.64,"",0,0.0,1,100.0,1,100.0,1,100.0,21918,100.0,0,0.0,0,0.0,1686,100.0
"06037","1","522298","78","0","2016","1","",1,30,30,30,955604,0,0,2450,"",0.07,0.39,0.39,0.40,0.41,0.00,0.00,1.03,"",0,0.0,0,0.0,-1,-3.2,-1,-3.2,63611,7.1,0,0.0,0,0.0,213,9.5
"06037","1","524","75","0","2016","1","",1,68,66,67,2307267,0,0,2649,"",0.16,0.31,0.31,0.32,0.27,0.00,0.00,0.85,"",0,0.0,3,4.6,1,1.5,-1,-1.5,89151,4.0,0,0.0,0,0.0,64,2.5
"06037","1","5241","76","0","2016","1","",1,68,66,67,2307267,0,0,2649,"",0.19,0.33,0.32,0.33,0.28,0.00,0.00,0.84,"",0,0.0,3,4.6,1,1.5,-1,-1.5,89151,4.0,0,0.0,0,0.0,64,2.5
"06037","1","52412","77","0","2016","1","",1,68,66,67,2307267,0,0,2649,"",0.19,0.33,0.32,0.33,0.28,0.00,0.00,0.84,"",0,0.0,3,4.6,1,1.5,-1,-1.5,89151,4.0,0,0.0,0,0.0,64,2.5
"06037","1","524128","78","0","2016","1","",1,68,66,67,2307267,0,0,2649,"",0.20,0.33,0.33,0.33,0.28,0.00,0.00,0.84,"",0,0.0,3,4.6,1,1.5,-1,-1.5,89151,4.0,0,0.0,0,0.0,64,2.5
"06037","1","54","74","0","2016","1","",7,591,586,583,14081763,0,0,1846,"",0.11,0.31,0.31,0.31,0.30,0.00,0.00,0.97,"",0,0.0,1,0.2,-6,-1.0,-14,-2.3,1202885,9.3,0,0.0,0,0.0,175,10.5
"06037","1","541","75","0","2016","1","",7,591,586,583,14081763,0,0,1846,"",0.11,0.31,0.31,0.31,0.30,0.00,0.00,0.97,"",0,0.0,1,0.2,-6,-1.0,-14,-2.3,1202885,9.3,0,0.0,0,0.0,175,10.5
"06037","1","5413","76","0","2016","1","",4,492,489,488,11348753,0,0,1783,"",0.10,0.34,0.34,0.34,0.33,0.00,0.00,0.98,"",0,0.0,2,0.4,-3,-0.6,-6,-1.2,1308933,13.0,0,0.0,0,0.0,213,13.6
"06037","1","54133","77","0","2016","1","",4,492,489,488,11348753,0,0,1783,"",0.10,0.36,0.35,0.35,0.35,0.00,0.00,0.98,"",0,0.0,2,0.4,-3,-0.6,-6,-1.2,1308933,13.0,0,0.0,0,0.0,213,13.6
"06037","1","541330","78","0","2016","1","",4,492,489,488,11348753,0,0,1783,"",0.10,0.36,0.35,0.35,0.35,0.00,0.00,0.98,"",0,0.0,2,0.4,-3,-0.6,-6,-1.2,1308933,13.0,0,0.0,0,0.0,213,13.6
"06037","1","5416","76","0","2016","1","",2,91,89,88,2545534,0,0,2192,"",0.93,3.61,3.49,3.45,3.48,0.00,0.00,0.99,"",0,0.0,-1,-1.1,-4,-4.3,-5,-5.4,-117864,-4.4,0,0.0,0,0.0,-19,-0.9
"06037","1","54162","77","0","2016","1","",2,91,89,88,2545534,0,0,2192,"",1.74,4.68,4.54,4.47,4.25,0.00,0.00,0.93,"",0,0.0,-1,-1.1,-4,-4.3,-5,-5.4,-117864,-4.4,0,0.0,0,0.0,-19,-0.9
"06037","1","541620","78","0","2016","1","",2,91,89,88,2545534,0,0,2192,"",1.74,4.68,4.54,4.47,4.25,0.00,0.00,0.93,"",0,0.0,-1,-1.1,-4,-4.3,-5,-5.4,-117864,-4.4,0,0.0,0,0.0,-19,-0.9
"06037","1","5417","76","0","2016","1","",1,8,8,7,187476,0,0,1881,"",0.18,0.03,0.03,0.03,0.03,0.00,0.00,0.80,"",0,0.0,0,0.0,1,14.3,-3,-30.0,11816,6.7,0,0.0,0,0.0,260,16.0
"06037","1","54171","77","0","2016","1","",1,8,8,7,187476,0,0,1881,"",0.18,0.03,0.03,0.03,0.03,0.00,0.00,0.80,"",0,0.0,0,0.0,1,14.3,-3,-30.0,11816,6.7,0,0.0,0,0.0,260,16.0
"06037","1","541712","78","0","2016","1","",1,8,8,7,187476,0,0,1881,"",0.19,0.03,0.03,0.03,0.03,0.00,0.00,0.80,"",0,0.0,0,0.0,1,14.3,-3,-30.0,11816,6.7,0,0.0,0,0.0,260,16.0
"06037","1","56","74","0","2016","1","",1,1,1,1,6506,0,0,500,"",0.14,0.02,0.02,0.02,0.01,0.00,0.00,0.64,"",0,0.0,0,0.0,0,0.0,0,0.0,204,3.2,0,0.0,0,0.0,15,3.1
"06037","1","561","75","0","2016","1","",1,1,1,1,6506,0,0,500,"",0.16,0.02,0.02,0.02,0.01,0.00,0.00,0.62,"",0,0.0,0,0.0,0,0.0,0,0.0,204,3.2,0,0.0,0,0.0,15,3.1
"06037","1","5615","76","0","2016","1","",1,1,1,1,6506,0,0,500,"",0.21,0.06,0.06,0.06,0.06,0.00,0.00,0.99,"",0,0.0,0,0.0,0,0.0,0,0.0,204,3.2,0,0.0,0,0.0,15,3.1
"06037","1","56152","77","0","2016","1","",1,1,1,1,6506,0,0,500,"",0.50,0.39,0.38,0.39,0.48,0.00,0.00,1.27,"",0,0.0,0,0.0,0,0.0,0,0.0,204,3.2,0,0.0,0,0.0,15,3.1
"06037","1","561520","78","0","2016","1","",1,1,1,1,6506,0,0,500,"",0.50,0.39,0.38,0.39,0.48,0.00,0.00,1.27,"",0,0.0,0,0.0,0,0.0,0,0.0,204,3.2,0,0.0,0,0.0,15,3.1
"06037","1","62","74","0","2016","1","",7,7865,7854,7816,183299376,0,0,1797,"",0.12,0.66,0.65,0.65,0.68,0.00,0.00,1.04,"",0,0.0,318,4.2,271,3.6,226,3.0,8541243,4.9,0,0.0,0,0.0,22,1.2
"06037","1","621","75","0","2016","1","",3,379,383,380,8261832,0,0,1670,"",0.12,0.34,0.34,0.34,0.32,0.00,0.00,0.95,"",0,0.0,15,4.1,19,5.2,9,2.4,166765,2.1,0,0.0,0,0.0,-30,-1.8
"06037","1","6211","76","0","2016","1","",3,379,383,380,8261832,0,0,1670,"",0.17,0.54,0.55,0.54,0.50,0.00,0.00,0.91,"",0,0.0,15,4.1,19,5.2,9,2.4,166765,2.1,0,0.0,0,0.0,-30,-1.8
"06037","1","62111","77","0","2016","1","",3,379,383,380,8261832,0,0,1670,"",0.17,0.54,0.55,0.54,0.50,0.00,0.00,0.91,"",0,0.0,15,4.1,19,5.2,9,2.4,166765,2.1,0,0.0,0,0.0,-30,-1.8
"06037","1","621111","78","0","2016","1","",3,379,383,380,8261832,0,0,1670,"",0.17,0.54,0.55,0.54,0.50,0.00,0.00,0.91,"",0,0.0,15,4.1,19,5.2,9,2.4,166765,2.1,0,0.0,0,0.0,-30,-1.8
"06037","1","622","75","0","2016","1","",3,7459,7445,7407,174871741,0,0,1809,"",0.16,0.72,0.71,0.71,0.73,0.00,0.00,1.02,"",0,0.0,307,4.3,256,3.6,218,3.0,8378502,5.0,0,0.0,0,0.0,24,1.3
"06037","1","6221","76","0","2016","1","",3,7459,7445,7407,174871741,0,0,1809,"",0.17,0.73,0.73,0.73,0.75,0.00,0.00,1.02,"",0,0.0,307,4.3,256,3.6,218,3.0,8378502,5.0,0,0.0,0,0.0,24,1.3
"06037","1","62211","77","0","2016","1","",3,7459,7445,7407,174871741,0,0,1809,"",0.17,0.73,0.73,0.73,0.75,0.00,0.00,1.02,"",0,0.0,307,4.3,256,3.6,218,3.0,8378502,5.0,0,0.0,0,0.0,24,1.3
"06037","1","622110","78","0","2016","1","",3,7459,7445,7407,174871741,0,0,1809,"",0.17,0.73,0.73,0.73,0.75,0.00,0.00,1.02,"",0,0.0,307,4.3,256,3.6,218,3.0,8378502,5.0,0,0.0,0,0.0,24,1.3
"06037","1","624","75","0","2016","1","",1,27,26,29,165803,0,0,467,"",0.07,0.06,0.06,0.06,0.04,0.00,0.00,0.74,"",0,0.0,-4,-12.9,-4,-13.3,-1,-3.3,-4024,-2.4,0,0.0,0,0.0,36,8.4
"06037","1","6244","76","0","2016","1","",1,27,26,29,165803,0,0,467,"",0.17,0.08,0.08,0.09,0.07,0.00,0.00,0.90,"",0,0.0,-4,-12.9,-4,-13.3,-1,-3.3,-4024,-2.4,0,0.0,0,0.0,36,8.4
"06037","1","62441","77","0","2016","1","",1,27,26,29,165803,0,0,467,"",0.17,0.08,0.08,0.09,0.07,0.00,0.00,0.90,"",0,0.0,-4,-12.9,-4,-13.3,-1,-3.3,-4024,-2.4,0,0.0,0,0.0,36,8.4
"06037","1","624410","78","0","2016","1","",1,27,26,29,165803,0,0,467,"",0.17,0.08,0.08,0.09,0.07,0.00,0.00,0.90,"",0,0.0,-4,-12.9,-4,-13.3,-1,-3.3,-4024,-2.4,0,0.0,0,0.0,36,8.4
"06037","1","71","74","0","2016","1","",5,8,7,7,86295,0,0,905,"",0.09,0.01,0.01,0.01,0.01,0.00,0.00,0.80,"",2,66.7,4,100.0,3,75.0,3,75.0,49361,133.6,0,0.0,0,0.0,195,27.5
"06037","1","712","75","0","2016","1","",1,1,1,1,18854,0,0,1450,"",0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.93,"",0,0.0,0,0.0,0,0.0,0,0.0,236,1.3,0,0.0,0,0.0,18,1.3
"06037","1","7121","76","0","2016","1","",1,1,1,1,18854,0,0,1450,"",0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.93,"",0,0.0,0,0.0,0,0.0,0,0.0,236,1.3,0,0.0,0,0.0,18,1.3
"06037","1","71211","77","0","2016","1","",1,1,1,1,18854,0,0,1450,"",0.58,0.01,0.01,0.01,0.00,0.00,0.00,0.80,"",0,0.0,0,0.0,0,0.0,0,0.0,236,1.3,0,0.0,0,0.0,18,1.3
"06037","1","712110","78","0","2016","1","",1,1,1,1,18854,0,0,1450,"",0.58,0.01,0.01,0.01,0.00,0.00,0.00,0.80,"",0,0.0,0,0.0,0,0.0,0,0.0,236,1.3,0,0.0,0,0.0,18,1.3
"06037","1","713","75","0","2016","1","",4,7,6,6,67441,0,0,819,"",0.14,0.01,0.01,0.01,0.02,0.00,0.00,1.45,"",2,100.0,4,133.3,3,100.0,3,100.0,49125,268.2,0,0.0,0,0.0,349,74.3
"06037","1","7139","76","0","2016","1","",4,7,6,6,67441,0,0,819,"",0.14,0.02,0.01,0.01,0.02,0.00,0.00,1.46,"",2,100.0,4,133.3,3,100.0,3,100.0,49125,268.2,0,0.0,0,0.0,349,74.3
"06037","1","71394","77","0","2016","1","",1,1,0,0,1655,0,0,382,"",0.12,0.01,0.00,0.00,0.00,0.00,0.00,0.68,"",0,0.0,-2,-66.7,-3,-100.0,-3,-100.0,-16661,-91.0,0,0.0,0,0.0,-88,-18.7
"06037","1","713940","78","0","2016","1","",1,1,0,0,1655,0,0,382,"",0.12,0.01,0.00,0.00,0.00,0.00,0.00,0.68,"",0,0.0,-2,-66.7,-3,-100.0,-3,-100.0,-16661,-91.0,0,0.0,0,0.0,-88,-18.7
"06037","1","71399","77","0","2016","1","",3,6,6,6,65786,0,0,843,"",0.32,0.03,0.03,0.03,0.04,0.00,0.00,1.34,"",2,200.0,6,100.0,6,100.0,6,100.0,65786,100.0,0,0.0,0,0.0,843,100.0
"06037","1","713990","78","0","2016","1","",3,6,6,6,65786,0,0,843,"",0.32,0.03,0.03,0.03,0.04,0.00,0.00,1.34,"",2,200.0,6,100.0,6,100.0,6,100.0,65786,100.0,0,0.0,0,0.0,843,100.0
"06037","1","72","74","0","2016","1","",2,30,30,31,136503,0,0,346,"",0.10,0.10,0.10,0.10,0.07,0.00,0.00,0.75,"",1,100.0,18,150.0,18,150.0,19,158.3,89378,189.7,0,0.0,0,0.0,44,14.6
"06037","1","721","75","0","2016","1","",1,12,13,13,63606,0,0,386,"",0.10,0.07,0.07,0.07,0.06,0.00,0.00,0.77,"",0,0.0,0,0.0,1,8.3,1,8.3,16481,35.0,0,0.0,0,0.0,84,27.8
"06037","1","7211","76","0","2016","1","",1,12,13,13,63606,0,0,386,"",0.17,0.09,0.10,0.10,0.08,0.00,0.00,0.80,"",0,0.0,0,0.0,1,8.3,1,8.3,16481,35.0,0,0.0,0,0.0,84,27.8
"06037","1","72119","77","0","2016","1","",1,12,13,13,63606,0,0,386,"",0.25,0.14,0.15,0.15,0.15,0.00,0.00,1.02,"",0,0.0,0,0.0,1,8.3,1,8.3,16481,35.0,0,0.0,0,0.0,84,27.8
"06037","1","721199","78","0","2016","1","",1,12,13,13,63606,0,0,386,"",0.25,0.14,0.15,0.15,0.15,0.00,0.00,1.02,"",0,0.0,0,0.0,1,8.3,1,8.3,16481,35.0,0,0.0,0,0.0,84,27.8
"06037","1","722","75","0","2016","1","",1,18,17,18,72897,0,0,317,"",0.11,0.13,0.12,0.13,0.10,0.00,0.00,0.76,"",1,100.0,18,100.0,17,100.0,18,100.0,72897,100.0,0,0.0,0,0.0,317,100.0
"06037","1","7225","76","0","2016","1","",1,18,17,18,72897,0,0,317,"",0.12,0.15,0.13,0.14,0.11,0.00,0.00,0.79,"",1,100.0,18,100.0,17,100.0,18,100.0,72897,100.0,0,0.0,0,0.0,317,100.0
"06037","1","72251","77","0","2016","1","",1,18,17,18,72897,0,0,317,"",0.12,0.15,0.13,0.14,0.11,0.00,0.00,0.79,"",1,100.0,18,100.0,17,100.0,18,100.0,72897,100.0,0,0.0,0,0.0,317,100.0
"06037","1","722511","78","0","2016","1","",1,18,17,18,72897,0,0,317,"",0.18,0.19,0.18,0.19,0.15,0.00,0.00,0.80,"",1,100.0,18,100.0,17,100.0,18,100.0,72897,100.0,0,0.0,0,0.0,317,100.0
"06037","1","81","74","0","2016","1","",1,8,8,7,110478,0,0,1108,"",0.12,0.06,0.06,0.05,0.06,0.00,0.00,1.03,"",0,0.0,0,0.0,1,14.3,0,0.0,3452,3.2,0,0.0,0,0.0,-15,-1.3
"06037","1","812","75","0","2016","1","",1,8,8,7,110478,0,0,1108,"",0.23,0.19,0.19,0.16,0.17,0.00,0.00,0.96,"",0,0.0,0,0.0,1,14.3,0,0.0,3452,3.2,0,0.0,0,0.0,-15,-1.3
"06037","1","8122","76","0","2016","1","",1,8,8,7,110478,0,0,1108,"",0.26,0.19,0.19,0.17,0.17,0.00,0.00,0.95,"",0,0.0,0,0.0,1,14.3,0,0.0,3452,3.2,0,0.0,0,0.0,-15,-1.3
"06037","1","81222","77","0","2016","1","",1,8,8,7,110478,0,0,1108,"",0.26,0.19,0.19,0.17,0.17,0.00,0.00,0.95,"",0,0.0,0,0.0,1,14.3,0,0.0,3452,3.2,0,0.0,0,0.0,-15,-1.3
"06037","1","812220","78","0","2016","1","",1,8,8,7,110478,0,0,1108,"",0.26,0.19,0.19,0.17,0.17,0.00,0.00,0.95,"",0,0.0,0,0.0,1,14.3,0,0.0,3452,3.2,0,0.0,0,0.0,-15,-1.3
"06037","1","92","74","0","2016","1","",205,20811,20646,20603,501314331,0,0,1864,"",0.17,0.45,0.44,0.45,0.44,0.00,0.00,0.99,"",1,0.5,-22,-0.1,-220,-1.1,-223,-1.1,-8137225,-1.6,0,0.0,0,0.0,-16,-0.9
"06037","1","921","75","0","2016","1","",17,1528,1495,1483,40549828,0,0,2077,"",0.17,0.33,0.32,0.31,0.37,0.00,0.00,1.15,"",0,0.0,-74,-4.6,-81,-5.1,-103,-6.5,-2343079,-5.5,0,0.0,0,0.0,-1,0.0
"06037","1","9211","76","0","2016","1","",17,1528,1495,1483,40549828,0,0,2077,"",0.17,0.33,0.32,0.31,0.37,0.00,0.00,1.15,"",0,0.0,-74,-4.6,-81,-5.1,-103,-6.5,-2343079,-5.5,0,0.0,0,0.0,-1,0.0
"06037","1","92113","77","0","2016","1","",6,1254,1221,1211,33546950,0,0,2100,"",0.22,0.41,0.40,0.39,0.46,0.00,0.00,1.14,"",0,0.0,-100,-7.4,-108,-8.1,-127,-9.5,-2914793,-8.0,0,0.0,0,0.0,7,0.3
"06037","1","921130","78","0","2016","1","",6,1254,1221,1211,33546950,0,0,2100,"",0.22,0.41,0.40,0.39,0.46,0.00,0.00,1.14,"",0,0.0,-100,-7.4,-108,-8.1,-127,-9.5,-2914793,-8.0,0,0.0,0,0.0,7,0.3
"06037","1","92119","77","0","2016","1","",11,274,274,272,7002878,0,0,1971,"",0.15,0.24,0.24,0.24,0.26,0.00,0.00,1.08,"",0,0.0,26,10.5,27,10.9,24,9.7,571714,8.9,0,0.0,0,0.0,-26,-1.3
"06037","1","921190","78","0","2016","1","",11,274,274,272,7002878,0,0,1971,"",0.15,0.24,0.24,0.24,0.26,0.00,0.00,1.08,"",0,0.0,26,10.5,27,10.9,24,9.7,571714,8.9,0,0.0,0,0.0,-26,-1.3
"06037","1","922","75","0","2016","1","",47,6865,6791,6812,187778367,0,0,2117,"",0.28,0.88,0.87,0.88,0.85,0.00,0.00,0.96,"",2,4.4,80,1.2,-10,-0.1,38,0.6,1774887,1.0,0,0.0,0,0.0,9,0.4
"06037","1","9221","76","0","2016","1","",47,6865,6791,6812,187778367,0,0,2117,"",0.28,0.88,0.87,0.88,0.85,0.00,0.00,0.96,"",2,4.4,80,1.2,-10,-0.1,38,0.6,1774887,1.0,0,0.0,0,0.0,9,0.4
"06037","1","92211","77","0","2016","1","",18,1014,1009,1000,20548026,0,0,1569,"",0.59,0.98,0.98,0.97,0.87,0.00,0.00,0.89,"",3,20.0,-41,-3.9,-41,-3.9,-37,-3.6,-3937911,-16.1,0,0.0,0,0.0,-229,-12.7
"06037","1","922110","78","0","2016","1","",18,1014,1009,1000,20548026,0,0,1569,"",0.59,0.98,0.98,0.97,0.87,0.00,0.00,0.89,"",3,20.0,-41,-3.9,-41,-3.9,-37,-3.6,-3937911,-16.1,0,0.0,0,0.0,-229,-12.7
"06037","1","92212","77","0","2016","1","",19,4541,4500,4498,134088734,0,0,2286,"",0.22,1.07,1.06,1.08,1.01,0.00,0.00,0.94,"",-1,-5.0,69,1.5,28,0.6,33,0.7,5419405,4.2,0,0.0,0,0.0,72,3.3
